node_id,x_coord,y_coord
1,116.52432,39.80161
2,116.524145,39.801501
3,116.518527,39.798893
4,116.518399,39.798837
5,116.529632,39.765199
6,116.526789,39.768694
7,116.500561,39.807645
8,116.502211,39.805546
9,116.502913,39.804583
10,116.503697,39.803658
11,116.505544,39.801385
12,116.508115,39.798184
13,116.510609,39.795093
14,116.493614,39.804556
15,116.492548,39.805887
16,116.491705,39.80694
17,116.490913,39.80793
18,116.473389,39.800728
19,116.47361,39.800808
20,116.48108,39.789528
21,116.486413,39.783544
22,116.486588,39.783342
23,116.527958,39.786121
24,116.52814,39.78594
25,116.531444,39.78268
26,116.536704,39.778634
27,116.540376,39.77538
28,116.540482,39.775276
29,116.54342,39.771826
30,116.546686,39.768044
31,116.546902,39.767806
32,116.49997,39.780242
33,116.500109,39.780217
34,116.503404,39.779544
35,116.506622,39.780212
36,116.520824,39.782677
37,116.523832,39.779015
38,116.513834,39.779888
39,116.513717,39.779938
40,116.513379,39.779324
41,116.513033,39.777649
42,116.512456,39.776225
43,116.511043,39.772854
44,116.511288,39.772716
45,116.514562,39.771284
46,116.521587,39.766276
47,116.521788,39.766152
48,116.536878,39.763168
49,116.537077,39.763307
50,116.541922,39.766421
51,116.518228,39.769023
52,116.518309,39.769084
53,116.519849,39.770269
54,116.521122,39.771235
55,116.523348,39.772888
56,116.524976,39.774146
57,116.525911,39.774869
58,116.52604,39.774911
59,116.531683,39.776188
60,116.533169,39.776882
61,116.536821,39.778698
62,116.537822,39.762305
63,116.538587,39.761519
64,116.536778,39.763245
65,116.538704,39.761395
66,116.539151,39.760873
67,116.5393,39.760692
68,116.503912,39.79156
69,116.505598,39.789502
70,116.506357,39.788574
71,116.498096,39.784564
72,116.493728,39.782431
73,116.492067,39.781624
74,116.48939,39.780362
75,116.489291,39.78032
76,116.496161,39.779253
77,116.504178,39.783246
78,116.486682,39.783239
79,116.486813,39.783296
80,116.491273,39.785452
81,116.508636,39.777142
82,116.509947,39.776826
83,116.512345,39.776251
84,116.516233,39.77526
85,116.515348,39.773044
86,116.514653,39.771435
87,116.51462,39.771359
88,116.517401,39.775853
89,116.519098,39.773747
90,116.522704,39.76929
91,116.524201,39.767451
92,116.521814,39.766298
93,116.521952,39.766365
94,116.546843,39.768106
95,116.544356,39.767331
96,116.543634,39.767031
97,116.543386,39.766962
98,116.54185,39.766508
99,116.552688,39.770634
100,116.554831,39.771515
101,116.543529,39.771878
102,116.538432,39.769423
103,116.53571,39.768073
104,116.533451,39.766981
105,116.533349,39.766923
106,116.528699,39.763741
107,116.534185,39.769923
108,116.538601,39.76454
109,116.49211,39.784444
110,116.475474,39.791649
111,116.474683,39.792933
112,116.473619,39.79474
113,116.563603,39.750309
114,116.552172,39.745691
115,116.551117,39.745483
116,116.551115,39.745349
117,116.55191,39.745484
118,116.563663,39.750228
119,116.56701,39.75164
120,116.567284,39.750541
121,116.567101,39.750365
122,116.567484,39.747391
123,116.56716,39.75015
124,116.568451,39.751381
125,116.567009,39.753174
126,116.565142,39.751133
127,116.567627,39.750611
128,116.53303,39.744844
129,116.533114,39.74476
130,116.550872,39.745323
131,116.551544,39.76703
132,116.550511,39.768599
133,116.543801,39.776627
134,116.550371,39.768542
135,116.551398,39.766984
136,116.576928,39.755258
137,116.564392,39.750557
138,116.574995,39.754735
139,116.518041,39.807152
140,116.515112,39.80983
141,116.513701,39.811027
142,116.511751,39.812657
143,116.502087,39.775848
144,116.502059,39.775769
145,116.53937,39.76075
146,116.539333,39.760795
147,116.538726,39.761568
148,116.511342,39.772863
149,116.511374,39.772948
150,116.511503,39.7733
151,116.49342,39.804469
152,116.495286,39.802177
153,116.496033,39.80126
154,116.501775,39.812907
155,116.495615,39.810135
156,116.490973,39.80808
157,116.49084,39.808021
158,116.511087,39.772968
159,116.474595,39.799144
160,116.474034,39.800212
161,116.550661,39.75401
162,116.550859,39.753166
163,116.550934,39.753067
164,116.551018,39.752956
165,116.551346,39.75249
166,116.554773,39.749671
167,116.556036,39.748788
168,116.557508,39.747936
169,116.558371,39.747481
170,116.55978,39.746657
171,116.560498,39.746061
172,116.560836,39.74565
173,116.56187,39.744503
174,116.567448,39.737629
175,116.566395,39.739931
176,116.565432,39.74183
177,116.563494,39.743169
178,116.542498,39.765779
179,116.541792,39.766573
180,116.536508,39.771054
181,116.534764,39.772529
182,116.527933,39.780915
183,116.524935,39.784664
184,116.54368,39.766969
185,116.539823,39.765202
186,116.538179,39.764134
187,116.536998,39.763402
188,116.534862,39.7622
189,116.531809,39.762418
190,116.530069,39.763079
191,116.527356,39.764136
192,116.525586,39.764813
193,116.52408,39.765408
194,116.523332,39.765682
195,116.5613,39.804824
196,116.557512,39.807037
197,116.551195,39.810671
198,116.550986,39.810789
199,116.547259,39.812904
200,116.547021,39.813048
201,116.542015,39.818062
202,116.541899,39.818226
203,116.539605,39.821412
204,116.539379,39.821303
205,116.541633,39.818164
206,116.541738,39.818015
207,116.546879,39.812916
208,116.54711,39.8128
209,116.550987,39.810428
210,116.551195,39.810323
211,116.557374,39.806881
212,116.561087,39.804763
213,116.561256,39.804574
214,116.57328,39.754025
215,116.576049,39.754467
216,116.5751,39.75488
217,116.57307,39.754449
218,116.560721,39.762076
219,116.567395,39.753852
220,116.577514,39.754076
221,116.57709,39.754598
222,116.575388,39.756729
223,116.573345,39.759242
224,116.571368,39.761706
225,116.571257,39.761831
226,116.569051,39.764552
227,116.566766,39.767396
228,116.566691,39.767566
229,116.566429,39.767494
230,116.566501,39.767339
231,116.568784,39.764445
232,116.570999,39.761722
233,116.571108,39.761601
234,116.573105,39.759161
235,116.57514,39.756695
236,116.577306,39.754012
237,116.555536,39.746276
238,116.559284,39.746194
239,116.561173,39.753337
240,116.560839,39.75066
241,116.560126,39.748502
242,116.560939,39.747604
243,116.559201,39.747665
244,116.558825,39.74843
245,116.55975,39.749689
246,116.563026,39.749811
247,116.561068,39.74929
248,116.560557,39.750191
249,116.560888,39.750447
250,116.544637,39.767255
251,116.552588,39.770822
252,116.550876,39.773113
253,116.548724,39.775685
254,116.546454,39.7781
255,116.546334,39.778219
256,116.543443,39.780974
257,116.54026,39.783595
258,116.540113,39.783699
259,116.537697,39.785682
260,116.534441,39.789287
261,116.534278,39.789472
262,116.531273,39.792202
263,116.528895,39.795251
264,116.526887,39.798321
265,116.52443,39.801468
266,116.52126,39.804568
267,116.517798,39.807083
268,116.521113,39.804452
269,116.524243,39.801373
270,116.52667,39.79825
271,116.528729,39.79518
272,116.53107,39.792099
273,116.53411,39.789389
274,116.534262,39.789205
275,116.537565,39.785567
276,116.539931,39.783597
277,116.540053,39.783496
278,116.543268,39.780861
279,116.546161,39.778131
280,116.546274,39.778008
281,116.548539,39.775581
282,116.550714,39.773039
283,116.552429,39.770758
284,116.552653,39.777601
285,116.552776,39.777661
286,116.556161,39.779314
287,116.559667,39.780994
288,116.559888,39.781101
289,116.563465,39.782826
290,116.567656,39.784856
291,116.566338,39.768966
292,116.554723,39.77497
293,116.554881,39.775047
294,116.558512,39.776791
295,116.560271,39.777663
296,116.561965,39.778469
297,116.562207,39.778588
298,116.560992,39.771884
299,116.560987,39.771969
300,116.560712,39.774279
301,116.553897,39.781774
302,116.55381,39.781868
303,116.568415,39.778018
304,116.564452,39.776089
305,116.564251,39.776
306,116.562535,39.775183
307,116.557529,39.771695
308,116.557511,39.771803
309,116.550683,39.780202
310,116.550595,39.780308
311,116.548119,39.783249
312,116.545622,39.786229
313,116.545525,39.786335
314,116.542897,39.789217
315,116.540266,39.792102
316,116.540128,39.792274
317,116.537684,39.795249
318,116.535264,39.798232
319,116.53284,39.801207
320,116.53035,39.804306
321,116.530209,39.804467
322,116.527806,39.807648
323,116.525464,39.810734
324,116.524888,39.811324
325,116.54548,39.786159
326,116.548494,39.787662
327,116.551999,39.789293
328,116.552233,39.789423
329,116.555814,39.791141
330,116.55937,39.792847
331,116.559494,39.792906
332,116.559809,39.797381
333,116.556712,39.795917
334,116.556585,39.795857
335,116.553028,39.794164
336,116.549498,39.792394
337,116.549242,39.792288
338,116.545753,39.790599
339,116.56282,39.798882
340,116.560184,39.801829
341,116.543854,39.798279
342,116.540438,39.796605
343,116.537549,39.795185
344,116.534493,39.793678
345,116.541361,39.801299
346,116.537983,39.799607
347,116.535116,39.798159
348,116.531817,39.796642
349,116.535637,39.802486
350,116.533425,39.805489
351,116.533308,39.805646
352,116.530568,39.808955
353,116.528061,39.811967
354,116.525628,39.814927
355,116.523218,39.817753
356,116.521453,39.819841
357,116.508894,39.81558
358,116.509061,39.815637
359,116.520811,39.808487
360,116.522202,39.809157
361,116.523527,39.809795
362,116.525365,39.810681
363,116.531229,39.81348
364,116.52038,39.816484
365,116.522897,39.813608
366,116.523434,39.812995
367,116.518374,39.815587
368,116.520955,39.812649
369,116.518231,39.81132
370,116.519636,39.812005
371,116.524687,39.814472
372,116.52881,39.816368
373,116.527135,39.80277
374,116.530181,39.804241
375,116.536868,39.806748
376,116.537161,39.806871
377,116.540978,39.808336
378,116.544066,39.810629
379,116.544234,39.810754
380,116.544105,39.810929
381,116.543933,39.8108
382,116.54086,39.808507
383,116.536993,39.807045
384,116.53671,39.806934
385,116.530043,39.804404
386,116.527002,39.80293
387,116.529564,39.799593
388,116.53271,39.801148
389,116.539061,39.804175
390,116.539292,39.80429
391,116.539783,39.804532
392,116.524398,39.805999
393,116.523381,39.805553
394,116.527698,39.807597
395,116.53378,39.810468
396,116.533977,39.810547
397,116.514468,39.816706
398,116.51559,39.814343
399,116.516904,39.812836
400,116.517181,39.812531
401,116.519519,39.809918
402,116.542986,39.806047
403,116.546476,39.807694
404,116.54667,39.807785
405,116.551002,39.808253
406,116.551224,39.808257
407,116.546835,39.817489
408,116.606184,39.718655
409,116.563732,39.801858
410,116.564021,39.801858
411,116.561788,39.766781
412,116.552806,39.765925
413,116.55262,39.765764
414,116.561814,39.766671
415,116.561911,39.766678
416,116.553188,39.767941
417,116.517393,39.818033
418,116.519987,39.819248
419,116.552147,39.765896
420,116.552456,39.765445
421,116.555267,39.758014
422,116.553361,39.75815
423,116.550163,39.757193
424,116.543881,39.755323
425,116.539994,39.754235
426,116.539859,39.754211
427,116.532851,39.751368
428,116.53285,39.751288
429,116.532813,39.748714
430,116.532803,39.74573
431,116.539853,39.751148
432,116.539734,39.751154
433,116.536198,39.751259
434,116.531183,39.752167
435,116.539929,39.755501
436,116.538213,39.755589
437,116.537458,39.759547
438,116.538663,39.758728
439,116.538425,39.757105
440,116.538025,39.754228
441,116.538016,39.754168
442,116.536142,39.748663
443,116.539587,39.74869
444,116.523442,39.741878
445,116.531093,39.752071
446,116.532706,39.754315
447,116.532767,39.754393
448,116.534866,39.757251
449,116.536132,39.746002
450,116.536196,39.751173
451,116.536252,39.754196
452,116.536254,39.754278
453,116.540016,39.757052
454,116.539859,39.754104
455,116.571063,39.755389
456,116.569183,39.7577
457,116.566555,39.760938
458,116.56645,39.761059
459,116.564715,39.763235
460,116.57269,39.766385
461,116.572619,39.766348
462,116.564584,39.763196
463,116.554913,39.76235
464,116.581525,39.757393
465,116.580243,39.758766
466,116.580197,39.758814
467,116.577774,39.761293
468,116.575332,39.763731
469,116.575245,39.763819
470,116.5691,39.757668
471,116.577694,39.761256
472,116.566117,39.771333
473,116.55965,39.802321
474,116.557113,39.800274
475,116.554105,39.798812
476,116.553946,39.798719
477,116.566018,39.768953
478,116.565814,39.771302
479,116.566066,39.772137
480,116.566039,39.772252
481,116.565714,39.774579
482,116.557636,39.783553
483,116.557551,39.783649
484,116.554862,39.786565
485,116.552143,39.789519
486,116.548131,39.793913
487,116.54688,39.795305
488,116.546729,39.795473
489,116.544256,39.798387
490,116.544139,39.798526
491,116.541687,39.801442
492,116.531568,39.813512
493,116.53142,39.81367
494,116.529189,39.816449
495,116.529098,39.816559
496,116.526636,39.819331
497,116.55702,39.800417
498,116.554365,39.803308
499,116.554255,39.803411
500,116.551091,39.805984
501,116.551164,39.784747
502,116.548441,39.787723
503,116.548014,39.783198
504,116.554646,39.786453
505,116.551168,39.756529
506,116.552626,39.754156
507,116.553377,39.752801
508,116.539999,39.754105
509,116.543914,39.755256
510,116.549019,39.756767
511,116.550209,39.757114
512,116.552429,39.757786
513,116.553404,39.758081
514,116.556746,39.752505
515,116.554855,39.755873
516,116.550481,39.756476
517,116.555042,39.756901
518,116.553504,39.760507
519,116.553359,39.759444
520,116.553348,39.759362
521,116.550745,39.762538
522,116.55099,39.764476
523,116.55112,39.76482
524,116.551327,39.765457
525,116.545011,39.763418
526,116.545748,39.764019
527,116.551063,39.765429
528,116.548016,39.763559
529,116.547999,39.761788
530,116.490612,39.807913
531,116.49068,39.807827
532,116.492383,39.80574
533,116.504932,39.814881
534,116.50478,39.814972
535,116.508998,39.812206
536,116.508676,39.812427
537,116.508679,39.812218
538,116.509004,39.811997
539,116.504586,39.814938
540,116.504755,39.81484
541,116.513769,39.807693
542,116.52136,39.800368
543,116.506102,39.813987
544,116.505066,39.811947
545,116.503146,39.81422
546,116.504025,39.791772
547,116.502228,39.793979
548,116.501452,39.794932
549,116.496224,39.801353
550,116.494454,39.803559
551,116.474307,39.799166
552,116.474384,39.799076
553,116.507031,39.793083
554,116.506937,39.79321
555,116.511889,39.786994
556,116.511973,39.787035
557,116.496266,39.801302
558,116.504111,39.791669
559,116.51695,39.780779
560,116.516823,39.781049
561,116.520638,39.782915
562,116.516733,39.781005
563,116.520972,39.782753
564,116.520782,39.782981
565,116.518417,39.785877
566,116.518377,39.785926
567,116.496075,39.801209
568,116.503818,39.791676
569,116.506831,39.793163
570,116.506934,39.793043
571,116.514225,39.779119
572,116.481549,39.79735
573,116.479205,39.796653
574,116.476585,39.795873
575,116.481896,39.804009
576,116.481952,39.803938
577,116.484728,39.80062
578,116.530121,39.770332
579,116.536685,39.763343
580,116.497117,39.801742
581,116.497658,39.802007
582,116.499127,39.802728
583,116.496408,39.80137
584,116.496369,39.801423
585,116.473319,39.800824
586,116.502314,39.79536
587,116.502723,39.795554
588,116.502841,39.795609
589,116.504352,39.796324
590,116.507412,39.789083
591,116.507877,39.789308
592,116.509456,39.790072
593,116.511317,39.790973
594,116.513178,39.791911
595,116.513356,39.791983
596,116.489357,39.802663
597,116.478717,39.799714
598,116.479585,39.799839
599,116.492657,39.798631
600,116.494714,39.796114
601,116.491551,39.800013
602,116.49207,39.79931
603,116.492133,39.79934
604,116.495161,39.8008
605,116.495925,39.801138
606,116.495885,39.801188
607,116.487552,39.797132
608,116.486801,39.794576
609,116.511381,39.787697
610,116.512501,39.786321
611,116.514404,39.783996
612,116.514444,39.783944
613,116.507599,39.792339
614,116.516371,39.781541
615,116.516591,39.781188
616,116.510671,39.788574
617,116.515411,39.782739
618,116.506408,39.793805
619,116.517084,39.780616
620,116.51979,39.77728
621,116.519955,39.777076
622,116.518286,39.785808
623,116.515913,39.788956
624,116.514591,39.790521
625,116.510993,39.79493
626,116.51079,39.79519
627,116.523933,39.779063
628,116.483394,39.795111
629,116.478266,39.801429
630,116.478857,39.800697
631,116.477449,39.802354
632,116.477515,39.802275
633,116.477603,39.802308
634,116.477541,39.802388
635,116.504245,39.791743
636,116.505301,39.792252
637,116.5089,39.793892
638,116.510809,39.794832
639,116.512924,39.79587
640,116.514951,39.796843
641,116.516702,39.79768
642,116.518599,39.798587
643,116.514395,39.77927
644,116.516767,39.780693
645,116.527744,39.786334
646,116.52752,39.786226
647,116.526122,39.785554
648,116.524742,39.784889
649,116.518803,39.782014
650,116.516925,39.7811
651,116.475183,39.797811
652,116.476401,39.795808
653,116.481267,39.789613
654,116.478595,39.792631
655,116.478477,39.792775
656,116.513796,39.787924
657,116.515805,39.788903
658,116.519868,39.790884
659,116.52129,39.791577
660,116.522966,39.792389
661,116.523091,39.792435
662,116.49295,39.790793
663,116.494477,39.788947
664,116.495525,39.787655
665,116.51537,39.784424
666,116.516272,39.784858
667,116.517678,39.785535
668,116.511303,39.782469
669,116.511513,39.782569
670,116.51928,39.786311
671,116.522339,39.787798
672,116.513486,39.783509
673,116.51824,39.785855
674,116.497242,39.797352
675,116.498502,39.797969
676,116.493832,39.793454
677,116.554459,39.76246
678,116.554633,39.762201
679,116.554805,39.762179
680,116.554602,39.762483
681,116.552587,39.765501
682,116.538681,39.761615
683,116.537938,39.762373
684,116.576144,39.753641
685,116.576122,39.753837
686,116.579007,39.738846
687,116.58004,39.739007
688,116.496483,39.786519
689,116.498836,39.791058
690,116.580312,39.739052
691,116.583058,39.739363
692,116.583635,39.739431
693,116.585277,39.739626
694,116.585409,39.739641
695,116.587394,39.739911
696,116.504962,39.811172
697,116.502335,39.786686
698,116.499908,39.78968
699,116.498787,39.776536
700,116.521661,39.799993
701,116.530638,39.788213
702,116.521824,39.800059
703,116.521502,39.800447
704,116.514453,39.808153
705,116.508669,39.785455
706,116.50883,39.785528
707,116.509378,39.78577
708,116.510362,39.786249
709,116.538543,39.727889
710,116.538619,39.727894
711,116.551329,39.728267
712,116.564421,39.729091
713,116.571123,39.729193
714,116.574147,39.729175
715,116.575981,39.729165
716,116.578317,39.729189
717,116.576264,39.752302
718,116.576646,39.74804
719,116.576726,39.747143
720,116.57696,39.744632
721,116.577186,39.741559
722,116.580265,39.739269
723,116.556049,39.747979
724,116.56028,39.75213
725,116.557977,39.746695
726,116.572499,39.754267
727,116.571414,39.753883
728,116.545232,39.739853
729,116.545173,39.736916
730,116.539353,39.739926
731,116.539251,39.739925
732,116.535256,39.739954
733,116.571977,39.753733
734,116.573204,39.754123
735,116.555629,39.748484
736,116.556793,39.746878
737,116.557129,39.746943
738,116.578937,39.755274
739,116.556235,39.747756
740,116.55593,39.748097
741,116.557425,39.744434
742,116.558044,39.740685
743,116.558625,39.737206
744,116.556014,39.747087
745,116.557767,39.747421
746,116.551218,39.732251
747,116.563911,39.732002
748,116.564377,39.732045
749,116.551017,39.740085
750,116.551112,39.740091
751,116.557204,39.747525
752,116.555166,39.746776
753,116.478897,39.798397
754,116.475367,39.797879
755,116.498346,39.806706
756,116.495685,39.810057
757,116.501591,39.795001
758,116.497339,39.792909
759,116.478713,39.792882
760,116.478233,39.792865
761,116.478313,39.792703
762,116.473795,39.791024
763,116.574331,39.68472
764,116.574894,39.684682
765,116.577114,39.686572
766,116.57804,39.686568
767,116.579173,39.686576
768,116.57995,39.686568
769,116.580665,39.686559
770,116.581388,39.686551
771,116.582088,39.686544
772,116.582819,39.686536
773,116.583626,39.686527
774,116.584327,39.686519
775,116.585043,39.686511
776,116.586245,39.686501
777,116.587136,39.686487
778,116.511567,39.812561
779,116.526477,39.819246
780,116.569061,39.772402
781,116.565776,39.772223
782,116.557309,39.771791
783,116.555669,39.771662
784,116.554814,39.771582
785,116.56579,39.7803
786,116.561179,39.785297
787,116.561087,39.785402
788,116.558463,39.788265
789,116.555727,39.791235
790,116.551681,39.795635
791,116.550397,39.797038
792,116.550257,39.79719
793,116.547829,39.800138
794,116.547721,39.800269
795,116.545336,39.803164
796,116.552549,39.770485
797,116.555694,39.77159
798,116.547045,39.767851
799,116.55733,39.771684
800,116.565785,39.772109
801,116.544583,39.767316
802,116.498812,39.776624
803,116.498821,39.776704
804,116.486581,39.806106
805,116.482043,39.804071
806,116.491042,39.807988
807,116.493253,39.808974
808,116.493767,39.804624
809,116.515432,39.792964
810,116.517447,39.793934
811,116.519071,39.794729
812,116.520724,39.795562
813,116.498377,39.803668
814,116.496569,39.805916
815,116.50027,39.804592
816,116.502293,39.805594
817,116.504416,39.806588
818,116.500246,39.79881
819,116.50518,39.805655
820,116.507733,39.802426
821,116.510327,39.799263
822,116.501015,39.803641
823,116.501749,39.802741
824,116.503626,39.800441
825,116.506239,39.797239
826,116.508687,39.794178
827,116.512257,39.789817
828,116.512533,39.789478
829,116.514593,39.786937
830,116.515378,39.785965
831,116.503684,39.791611
832,116.501602,39.790602
833,116.499877,39.789767
834,116.491191,39.785554
835,116.486725,39.783406
836,116.540117,39.79203
837,116.543136,39.793488
838,116.546651,39.795186
839,116.546502,39.795358
840,116.54298,39.793654
841,116.539979,39.792202
842,116.537036,39.790788
843,116.545383,39.786266
844,116.550467,39.780247
845,116.550554,39.780146
846,116.552354,39.781047
847,116.552285,39.781141
848,116.559451,39.802406
849,116.538101,39.720298
850,116.525811,39.723619
851,116.538925,39.816822
852,116.539091,39.816891
853,116.538987,39.817021
854,116.538802,39.816942
855,116.562009,39.789983
856,116.562121,39.790037
857,116.565166,39.791538
858,116.503001,39.804636
859,116.507245,39.806653
860,116.498677,39.776562
861,116.557385,39.78342
862,116.564782,39.786977
863,116.564907,39.787037
864,116.567364,39.788245
865,116.562515,39.794449
866,116.562446,39.794525
867,116.561135,39.795945
868,116.559392,39.79303
869,116.559262,39.792966
870,116.554439,39.790619
871,116.551908,39.789392
872,116.553943,39.799002
873,116.551472,39.801916
874,116.551224,39.802007
875,116.551285,39.801829
876,116.553759,39.798916
877,116.564678,39.787104
878,116.568046,39.781375
879,116.566403,39.760951
880,116.575263,39.763697
881,116.547842,39.751232
882,116.547834,39.751294
883,116.54785,39.75395
884,116.547946,39.754357
885,116.539847,39.751077
886,116.544122,39.751164
887,116.544377,39.751166
888,116.550787,39.751295
889,116.550896,39.751295
890,116.544371,39.753888
891,116.494633,39.800545
892,116.495516,39.777491
893,116.495546,39.777572
894,116.496723,39.780955
895,116.514455,39.790448
896,116.508227,39.798248
897,116.505648,39.801416
898,116.50376,39.8037
899,116.500666,39.807692
900,116.512673,39.776177
901,116.512725,39.776163
902,116.519783,39.776991
903,116.518706,39.798434
904,116.525319,39.789252
905,116.505043,39.787947
906,116.506203,39.7885
907,116.48401,39.786465
908,116.531764,39.768744
909,116.585079,39.684692
910,116.585063,39.685508
911,116.585053,39.685979
912,116.585049,39.686206
913,116.585065,39.687534
914,116.58507,39.68778
915,116.585075,39.688038
916,116.620558,39.690703
917,116.611285,39.690378
918,116.607782,39.690246
919,116.601655,39.690029
920,116.596107,39.689835
921,116.595491,39.689814
922,116.59356,39.689742
923,116.590369,39.689623
924,116.58749,39.684193
925,116.587368,39.683765
926,116.587006,39.682481
927,116.521649,39.775014
928,116.501309,39.81071
929,116.503783,39.81184
930,116.499572,39.811789
931,116.503873,39.809118
932,116.495959,39.805599
933,116.495799,39.805631
934,116.493307,39.805206
935,116.492935,39.805663
936,116.492163,39.806612
937,116.491662,39.807227
938,116.505629,39.789204
939,116.497901,39.798967
940,116.497935,39.798666
941,116.510534,39.783431
942,116.510569,39.783123
943,116.500491,39.795786
944,116.500551,39.795446
945,116.495347,39.801852
946,116.503015,39.792671
947,116.503062,39.792371
948,116.508051,39.786488
949,116.508086,39.786174
950,116.493278,39.804406
951,116.512098,39.774741
952,116.498654,39.798043
953,116.501264,39.794837
954,116.507321,39.787719
955,116.507263,39.788017
956,116.509758,39.784704
957,116.509737,39.784958
958,116.506554,39.788668
959,116.525273,39.77052
960,116.502184,39.794272
961,116.504905,39.790694
962,116.504875,39.790966
963,116.512239,39.781654
964,116.512221,39.781894
965,116.494414,39.803827
966,116.499615,39.797202
967,116.499578,39.79748
968,116.497022,39.800379
969,116.497007,39.800636
970,116.513703,39.780068
971,116.511631,39.782622
972,116.539937,39.759497
973,116.539701,39.751084
974,116.539446,39.745494
975,116.539445,39.745322
976,116.506685,39.788732
977,116.501109,39.794761
978,116.523733,39.788464
979,116.522661,39.78983
980,116.498858,39.798138
981,116.509015,39.785604
982,116.513277,39.779814
983,116.513354,39.77953
984,116.50916,39.78567
985,116.498989,39.798204
986,116.501738,39.799529
987,116.509458,39.803259
988,116.511139,39.804071
989,116.512777,39.804909
990,116.495609,39.787552
991,116.501265,39.783876
992,116.501402,39.783846
993,116.485987,39.791868
994,116.488637,39.788711
995,116.514729,39.797114
996,116.512193,39.800107
